2 	-3.92422 	5.45855e-18 	1.12102 	-0.000247328 	0
2 	-3.77531 	5.45855e-18 	1.12137 	-0.000709038 	0
2 	-3.63159 	3.72383e-18 	1.12203 	-0.00110588 	0
2 	-3.4929 	6.01323e-19 	1.12295 	-0.00140296 	0
2 	-3.35905 	-7.86456e-19 	1.12406 	-0.00157515 	0
2 	-3.22987 	-7.86456e-19 	1.12531 	-0.00159414 	0
2 	-3.1052 	-7.86456e-19 	1.12664 	-0.00143111 	0
2 	-2.98489 	-7.86456e-19 	1.12798 	-0.00105587 	0
2 	-2.86878 	6.01323e-19 	1.12927 	-0.000434948 	0
2 	-2.75672 	1.9891e-18 	1.13046 	0.000467064 	0
2 	-2.64858 	1.9891e-18 	1.13148 	0.00168625 	0
2 	-2.54421 	3.37688e-18 	1.13229 	0.00326183 	0
2 	-2.44349 	1.29521e-18 	1.13284 	0.00523696 	0
2 	-2.34629 	-2.17423e-18 	1.13306 	0.00765788 	0
2 	-2.25248 	-3.90896e-18 	1.13293 	0.0105698 	0
2 	-2.16194 	-5.64368e-18 	1.13239 	0.0140197 	0
2 	-2.07457 	-5.64368e-18 	1.13141 	0.018058 	0
2 	-1.99025 	-5.64368e-18 	1.12997 	0.0227341 	0
2 	-1.90888 	-5.64368e-18 	1.12803 	0.0280968 	0
2 	-1.83034 	-5.64368e-18 	1.12558 	0.0341934 	0
2 	-1.75455 	-5.64368e-18 	1.12261 	0.0410703 	0
2 	-1.6814 	-5.64368e-18 	1.11912 	0.0487718 	0
2 	-1.61081 	-5.64368e-18 	1.1151 	0.0573375 	0
2 	-1.54269 	-5.64368e-18 	1.11058 	0.0668048 	0
2 	-1.47694 	-5.64368e-18 	1.10556 	0.0772074 	0
2 	-1.41349 	-5.64368e-18 	1.10004 	0.0885757 	0
2 	-1.35225 	-5.64368e-18 	1.094 	0.100938 	0
2 	-1.29316 	-5.64368e-18 	1.08736 	0.11432 	0
2 	-1.23613 	-5.64368e-18 	1.07999 	0.128746 	0
2 	-1.18108 	-5.64368e-18 	1.07169 	0.144235 	0
2 	-1.12797 	-5.64368e-18 	1.06215 	0.160796 	0
2 	-1.0767 	-5.64368e-18 	1.05097 	0.178423 	0
2 	-1.02723 	-5.64368e-18 	1.03769 	0.197085 	0
2 	-0.979481 	-5.64368e-18 	1.02177 	0.21672 	0
2 	-0.933403 	-5.64368e-18 	1.00265 	0.237224 	0
2 	-0.888933 	-5.64368e-18 	0.979851 	0.258452 	0
2 	-0.846017 	-5.64368e-18 	0.952957 	0.280211 	0
2 	-0.804599 	-7.3784e-18 	0.921741 	0.302249 	0
2 	-0.764627 	-7.72535e-18 	0.886164 	0.324312 	0
2 	-0.726052 	-6.33757e-18 	0.846276 	0.347333 	0
2 	-0.704509 	-6.41885e-18 	0.802929 	0.373396 	2.72829e-20
2 	-0.692539 	-8.45424e-18 	0.864951 	0.395833 	3.64074e-21
2 	-0.670957 	-1.04083e-17 	0.825803 	0.408669 	-2.26867e-20
2 	-0.646302 	-1.21431e-17 	0.783992 	0.418254 	2.73586e-20
2 	-0.621183 	-1.36804e-17 	0.739507 	0.42976 	-1.42115e-20
2 	-0.595612 	-1.26785e-17 	0.692338 	0.44225 	-4.96454e-20
2 	-0.569601 	-1.23774e-17 	0.642558 	0.45487 	-2.56354e-20
2 	-0.543163 	-1.33917e-17 	0.590293 	0.46769 	1.98715e-20
2 	-0.528882 	-1.46823e-17 	0.535728 	0.480892 	-5.08507e-20
2 	-0.515356 	-1.50169e-17 	0.592137 	0.494921 	3.57582e-20
2 	-0.489068 	-1.14492e-17 	0.534787 	0.507363 	-2.58997e-20
2 	-0.461443 	-8.67362e-18 	0.475668 	0.519727 	-8.18342e-20
2 	-0.433456 	-1.07553e-17 	0.415186 	0.532035 	1.33274e-20
2 	-0.405125 	-8.90537e-18 	0.35382 	0.544295 	-3.60839e-20
2 	-0.37647 	-4.83695e-18 	0.292152 	0.556484 	7.68453e-20
2 	-0.347511 	-4.92009e-18 	0.230891 	0.568543 	2.91488e-20
2 	-0.318268 	-5.02323e-18 	0.170843 	0.580241 	-2.75229e-20
2 	-0.288765 	-2.02435e-18 	0.112797 	0.591094 	3.66279e-20
2 	-0.259692 	2.33703e-18 	0.0578206 	0.600771 	8.10604e-21
2 	-0.244764 	4.16334e-18 	0.0849609 	0.583759 	3.00503e-21
2 	-0.229065 	5.89806e-18 	0.0299443 	0.590541 	-2.86971e-20
2 	-0.198916 	7.63278e-18 	-0.0207624 	0.59612 	-1.27124e-20
2 	-0.168599 	9.36751e-18 	-0.0661324 	0.600163 	-1.20856e-20
2 	-0.138141 	9.36751e-18 	-0.10518 	0.602335 	-7.57469e-21
2 	-0.107565 	6.59195e-18 	-0.137038 	0.602334 	-1.96989e-20
2 	-0.0768974 	8.32667e-18 	-0.161025 	0.599921 	-1.84671e-21
2 	-0.0461647 	1.11022e-17 	-0.176707 	0.594948 	-4.85721e-21
2 	-0.0153926 	1.11022e-17 	-0.183922 	0.58737 	7.63884e-22
