0.380208 	0.380208 	0.005 	0.0100241 	-0.00374377 	2.00479e-19
0.399119 	0.399119 	0.005 	0.0262471 	-0.00760539 	5.10213e-20
0.419066 	0.419066 	0.005 	0.0489076 	-0.0119552 	4.70198e-20
0.440105 	0.440105 	0.005 	0.0775605 	-0.0164149 	1.06358e-19
0.462296 	0.462296 	0.005 	0.111832 	-0.020594 	2.44738e-19
0.485703 	0.485703 	0.005 	0.151348 	-0.0241644 	-1.72161e-19
0.510392 	0.510392 	0.005 	0.195759 	-0.0268144 	5.09273e-19
0.536432 	0.536432 	0.005 	0.244738 	-0.028233 	1.7037e-19
0.563899 	0.563899 	0.005 	0.29799 	-0.0280886 	-9.19792e-20
0.59287 	0.59287 	0.005 	0.355301 	-0.026022 	-3.15565e-20
0.623428 	0.623428 	0.005 	0.416705 	-0.02156 	-1.86459e-19
0.655659 	0.655659 	0.005 	0.483154 	-0.0132368 	-2.92342e-19
0.689656 	0.689656 	0.005 	0.559308 	-0.00215608 	-3.52042e-19
0.707107 	0.707107 	0.005 	0.665071 	-0.00922773 	9.3118e-20
0.729379 	0.729379 	0.005 	0.625495 	-0.0285758 	0
0.765179 	0.765179 	0.005 	0.711448 	-0.0184835 	0
0.788406 	0.788406 	0.005 	0.712883 	-0.0290199 	0
0.822331 	0.822331 	0.005 	0.793339 	-0.019965 	0
0.849966 	0.849966 	0.005 	0.870513 	-0.00971587 	0
0.87523 	0.87523 	0.005 	0.857482 	-0.0198006 	0
0.914167 	0.914167 	0.005 	0.930165 	-0.00956555 	0
0.940515 	0.940515 	0.005 	0.913689 	-0.0192175 	0
0.977255 	0.977255 	0.005 	0.981728 	-0.00900856 	0
1.0086 	1.0086 	0.005 	1.04485 	0.00178082 	0
1.03726 	1.03726 	0.005 	1.02926 	-0.00865327 	0
1.07961 	1.07961 	0.005 	1.08687 	0.00180546 	0
1.10949 	1.10949 	0.005 	1.07215 	-0.00852433 	0
1.15299 	1.15299 	0.005 	1.12405 	0.00149249 	0
1.18483 	1.18483 	0.005 	1.16921 	0.0113106 	0
1.21734 	1.21734 	0.005 	1.15611 	0.000895142 	0
1.2634 	1.2634 	0.005 	1.19528 	0.0100234 	0
1.2973 	1.2973 	0.005 	1.18314 	5.07944e-05 	0
1.34534 	1.34534 	0.005 	1.21648 	0.00845475 	0
1.38069 	1.38069 	0.005 	1.20534 	-0.00100242 	0
1.42455 	1.42455 	0.005 	1.2331 	0.00666499 	0
1.46766 	1.46766 	0.005 	1.25414 	0.013523 	0
1.50612 	1.50612 	0.005 	1.24552 	0.00471636 	0
1.55836 	1.55836 	0.005 	1.26182 	0.0108173 	0
1.59847 	1.59847 	0.005 	1.25417 	0.00267232 	0
1.65296 	1.65296 	0.005 	1.26627 	0.00806738 	0
1.69478 	1.69478 	0.005 	1.25951 	0.000595605 	0
1.7458 	1.7458 	0.005 	1.26799 	0.00534524 	0
1.79523 	1.79523 	0.005 	1.27215 	0.00926042 	0
1.84072 	1.84072 	0.005 	1.26746 	0.00271754 	0
1.89999 	1.89999 	0.005 	1.26926 	0.00612883 	0
1.94743 	1.94743 	0.005 	1.26516 	0.000243926 	0
2.00924 	2.00924 	0.005 	1.2651 	0.00322754 	0
2.05871 	2.05871 	0.005 	1.26151 	-0.00202451 	0
2.12317 	2.12317 	0.005 	1.26005 	0.000603244 	0
2.17477 	2.17477 	0.005 	1.25687 	-0.00404453 	0
2.23125 	2.23125 	0.005 	1.25441 	-0.00170717 	0
2.29581 	2.29581 	0.005 	1.25062 	0.00016027 	0
2.35194 	2.35194 	0.005 	1.24842 	-0.00367597 	0
2.42205 	2.42205 	0.005 	1.24432 	-0.00196994 	0
2.48058 	2.48058 	0.005 	1.2423 	-0.0052833 	0
2.5537 	2.5537 	0.005 	1.23809 	-0.00369472 	0
2.61474 	2.61474 	0.005 	1.23619 	-0.00651613 	0
2.69099 	2.69099 	0.005 	1.23204 	-0.00500625 	0
2.75466 	2.75466 	0.005 	1.23021 	-0.00736712 	0
2.83017 	2.83017 	0.005 	1.22625 	-0.00590124 	0
2.90057 	2.90057 	0.005 	1.22228 	-0.00464309 	0
2.96981 	2.96981 	0.005 	1.22078 	-0.00637984 	0
3.05275 	3.05275 	0.005 	1.21723 	-0.00509232 	0
3.12497 	3.12497 	0.005 	1.21568 	-0.00644581 	0
3.21146 	3.21146 	0.005 	1.2126 	-0.00510005 	0
3.28677 	3.28677 	0.005 	1.21097 	-0.00610582 	0
3.37698 	3.37698 	0.005 	1.20843 	-0.00467321 	0
3.45552 	3.45552 	0.005 	1.20667 	-0.00537207 	0
3.5496 	3.5496 	0.005 	1.20471 	-0.00382439 	0
3.63151 	3.63151 	0.005 	1.20281 	-0.00425907 	0
3.72963 	3.72963 	0.005 	1.20147 	-0.00257006 	0
3.81505 	3.81505 	0.005 	1.19938 	-0.0027923 	0
3.91091 	3.91091 	0.005 	1.19869 	-0.00093805 	0
