2 	-3.94941 	3.15437e-18 	-0.0615659
2 	-3.84941 	3.15437e-18 	-0.0618514
2 	-3.75173 	3.15437e-18 	-0.0624048
2 	-3.65632 	1.41965e-18 	-0.0632109
2 	-3.56313 	1.0727e-18 	-0.0642571
2 	-3.47209 	6.45035e-18 	-0.0655323
2 	-3.38318 	8.70549e-18 	-0.0670273
2 	-3.29633 	7.49118e-18 	-0.0687342
2 	-3.21149 	8.0116e-18 	-0.0706463
2 	-3.12863 	8.0116e-18 	-0.0727578
2 	-3.04768 	8.53201e-18 	-0.075064
2 	-2.96862 	9.91979e-18 	-0.0775605
2 	-2.8914 	9.91979e-18 	-0.0802439
2 	-2.81597 	9.91979e-18 	-0.0831112
2 	-2.74229 	1.13076e-17 	-0.0861599
2 	-2.67032 	1.1828e-17 	-0.0893878
2 	-2.60002 	1.1828e-17 	-0.092793
2 	-2.53136 	1.35627e-17 	-0.096374
2 	-2.46428 	1.52974e-17 	-0.100129
2 	-2.39877 	1.35627e-17 	-0.104058
2 	-2.33478 	1.1828e-17 	-0.108158
2 	-2.27227 	1.1828e-17 	-0.11243
2 	-2.21122 	1.1828e-17 	-0.116871
2 	-2.15158 	1.1828e-17 	-0.121482
2 	-2.09333 	1.1828e-17 	-0.126261
2 	-2.03643 	1.1828e-17 	-0.131208
2 	-1.98086 	1.1828e-17 	-0.136321
2 	-1.92657 	1.1828e-17 	-0.1416
2 	-1.87355 	1.1828e-17 	-0.147044
2 	-1.82175 	1.32158e-17 	-0.152652
2 	-1.77116 	1.46035e-17 	-0.158423
2 	-1.72174 	1.46035e-17 	-0.164356
2 	-1.67347 	1.59913e-17 	-0.170449
2 	-1.62633 	1.73791e-17 	-0.176703
2 	-1.58027 	1.73791e-17 	-0.183115
2 	-1.53529 	1.82465e-17 	-0.189684
2 	-1.49135 	2.05016e-17 	-0.19641
2 	-1.44843 	2.36241e-17 	-0.203289
2 	-1.40651 	2.62262e-17 	-0.21032
2 	-1.36556 	2.84813e-17 	-0.217498
2 	-1.32556 	3.29916e-17 	-0.224816
2 	-1.28649 	3.61141e-17 	-0.232262
2 	-1.24833 	3.69815e-17 	-0.239818
2 	-1.21106 	3.75019e-17 	-0.24746
2 	-1.17465 	3.85427e-17 	-0.255149
2 	-1.13908 	4.07979e-17 	-0.262836
2 	-1.10434 	4.3053e-17 	-0.270457
2 	-1.07041 	4.49612e-17 	-0.277932
2 	-1.03727 	4.54816e-17 	-0.285172
2 	-1.00489 	4.6349e-17 	-0.292076
2 	-0.973273 	4.72163e-17 	-0.298547
2 	-0.942385 	4.86041e-17 	-0.304495
2 	-0.912214 	4.99919e-17 	-0.309849
2 	-0.882745 	4.91245e-17 	-0.314565
2 	-0.853959 	4.82572e-17 	-0.31863
2 	-0.825842 	4.9645e-17 	-0.322059
2 	-0.798378 	5.10327e-17 	-0.324888
2 	-0.771552 	5.19001e-17 	-0.327191
2 	-0.745349 	5.36348e-17 	-0.329161
2 	-0.719754 	5.62369e-17 	-0.331022
2 	-0.699845 	5.83071e-17 	-0.331728
2 	-0.68521 	6.08834e-17 	-0.334548
2 	-0.677365 	6.33932e-17 	-0.338547
2 	-0.669883 	6.09745e-17 	-0.312206
2 	-0.655286 	6.10623e-17 	-0.315356
2 	-0.640003 	6.55725e-17 	-0.318388
2 	-0.624512 	6.73073e-17 	-0.321422
2 	-0.608816 	6.44227e-17 	-0.324462
2 	-0.592919 	6.22025e-17 	-0.327491
2 	-0.576827 	6.23132e-17 	-0.3305
2 	-0.560543 	6.18965e-17 	-0.333482
2 	-0.544072 	6.14725e-17 	-0.336424
2 	-0.53092 	6.1334e-17 	-0.339316
2 	-0.522548 	6.34909e-17 	-0.31224
2 	-0.510587 	6.52256e-17 	-0.314755
2 	-0.493583 	6.73073e-17 	-0.317232
2 	-0.476412 	6.59195e-17 	-0.319657
2 	-0.459078 	6.245e-17 	-0.322015
2 	-0.441588 	6.59195e-17 	-0.324292
2 	-0.423945 	6.9678e-17 	-0.32647
2 	-0.406157 	7.0201e-17 	-0.328534
2 	-0.388228 	7.19219e-17 	-0.330467
2 	-0.370165 	6.96876e-17 	-0.332253
2 	-0.351973 	6.77912e-17 	-0.333876
2 	-0.333658 	6.90083e-17 	-0.335322
2 	-0.315227 	6.70937e-17 	-0.336576
2 	-0.297948 	6.7935e-17 	-0.337626
2 	-0.28865 	7.00828e-17 	-0.315519
2 	-0.278039 	7.00828e-17 	-0.316859
2 	-0.259295 	7.18176e-17 	-0.318064
2 	-0.240459 	7.35523e-17 	-0.319128
2 	-0.221538 	7.5287e-17 	-0.32005
2 	-0.202539 	7.5287e-17 	-0.320828
2 	-0.183468 	7.70217e-17 	-0.321465
2 	-0.164332 	8.04912e-17 	-0.321964
2 	-0.145137 	7.87564e-17 	-0.322331
2 	-0.12589 	7.87564e-17 	-0.322571
2 	-0.106599 	8.22259e-17 	-0.322694
2 	-0.0872693 	8.46545e-17 	-0.322711
2 	-0.0679085 	8.36137e-17 	-0.322632
2 	-0.0485234 	8.46545e-17 	-0.322472
2 	-0.029121 	8.56953e-17 	-0.322243
2 	-0.00970816 	8.39606e-17 	-0.32196
2 	0.00970816 	8.32667e-17 	-0.321638
2 	0.029121 	8.60423e-17 	-0.321292
2 	0.0485234 	9.12465e-17 	-0.320936
2 	0.0679085 	9.36751e-17 	-0.320584
2 	0.0872693 	9.88792e-17 	-0.320248
2 	0.106599 	9.95731e-17 	-0.31994
2 	0.12589 	9.05526e-17 	-0.319671
2 	0.145137 	8.88178e-17 	-0.31945
2 	0.164332 	9.50628e-17 	-0.319282
2 	0.183468 	9.78384e-17 	-0.319173
2 	0.202539 	9.78384e-17 	-0.319125
2 	0.221538 	9.61037e-17 	-0.319139
2 	0.240459 	9.26342e-17 	-0.319213
2 	0.259295 	9.08995e-17 	-0.319343
2 	0.278039 	9.08995e-17 	-0.319525
2 	0.28865 	8.83992e-17 	-0.319751
2 	0.297948 	8.79861e-17 	-0.294502
2 	0.315227 	8.99921e-17 	-0.293112
2 	0.333658 	8.80903e-17 	-0.291832
2 	0.351973 	8.8261e-17 	-0.290658
2 	0.370165 	8.79022e-17 	-0.289589
2 	0.388228 	8.7014e-17 	-0.28862
2 	0.406157 	8.80686e-17 	-0.287751
2 	0.423945 	8.65049e-17 	-0.286977
2 	0.441588 	8.53484e-17 	-0.28629
2 	0.459078 	8.70831e-17 	-0.285704
2 	0.476412 	9.05526e-17 	-0.285209
2 	0.493583 	9.4022e-17 	-0.284797
2 	0.510587 	9.22873e-17 	-0.284469
2 	0.522548 	8.93984e-17 	-0.284224
2 	0.53092 	9.14048e-17 	-0.24288
2 	0.544072 	9.40853e-17 	-0.242296
2 	0.560543 	9.2948e-17 	-0.241909
2 	0.576827 	8.95484e-17 	-0.241714
2 	0.592919 	8.60983e-17 	-0.241707
2 	0.608816 	8.79716e-17 	-0.241881
2 	0.624512 	8.88178e-17 	-0.242214
2 	0.640003 	8.98587e-17 	-0.242656
2 	0.655286 	9.54098e-17 	-0.243264
2 	0.669883 	9.72323e-17 	-0.244343
2 	0.677365 	9.61816e-17 	-0.200984
2 	0.68521 	9.21084e-17 	-0.202697
2 	0.699845 	8.90117e-17 	-0.202278
2 	0.719754 	8.90232e-17 	-0.198403
2 	0.745349 	9.12783e-17 	-0.192999
2 	0.771552 	9.17987e-17 	-0.187216
2 	0.798378 	9.17987e-17 	-0.181631
2 	0.825842 	9.31865e-17 	-0.176319
2 	0.853959 	9.28396e-17 	-0.171271
2 	0.882745 	9.19722e-17 	-0.166496
2 	0.912214 	9.11049e-17 	-0.162001
2 	0.942385 	9.16253e-17 	-0.157783
2 	0.973273 	9.38804e-17 	-0.153832
2 	1.00489 	9.56151e-17 	-0.150132
2 	1.03727 	9.64825e-17 	-0.146662
2 	1.07041 	9.64825e-17 	-0.143398
2 	1.10434 	9.64825e-17 	-0.140318
2 	1.13908 	9.64825e-17 	-0.137398
2 	1.17465 	9.64825e-17 	-0.134616
2 	1.21106 	9.78703e-17 	-0.131952
2 	1.24833 	1.00646e-16 	-0.129389
2 	1.28649 	1.02034e-16 	-0.126912
2 	1.32556 	1.03421e-16 	-0.124508
2 	1.36556 	1.03942e-16 	-0.122165
2 	1.40651 	1.03074e-16 	-0.119873
2 	1.44843 	1.03074e-16 	-0.117625
2 	1.49135 	1.03595e-16 	-0.115414
2 	1.53529 	1.08105e-16 	-0.113232
2 	1.58027 	1.12095e-16 	-0.111076
2 	1.62633 	1.12095e-16 	-0.10894
2 	1.67347 	1.13483e-16 	-0.10682
2 	1.72174 	1.14871e-16 	-0.104713
2 	1.77116 	1.14003e-16 	-0.102618
2 	1.82175 	1.14524e-16 	-0.100531
2 	1.87355 	1.15911e-16 	-0.0984534
2 	1.92657 	1.15044e-16 	-0.0963836
2 	1.98086 	1.14697e-16 	-0.094322
2 	2.03643 	1.15218e-16 	-0.0922698
2 	2.09333 	1.1834e-16 	-0.0902286
2 	2.15158 	1.2233e-16 	-0.0882008
2 	2.21122 	1.23197e-16 	-0.0861889
2 	2.27227 	1.2233e-16 	-0.0841963
2 	2.33478 	1.21463e-16 	-0.0822269
2 	2.39877 	1.21463e-16 	-0.0802848
2 	2.46428 	1.2285e-16 	-0.0783748
2 	2.53136 	1.25105e-16 	-0.0765019
2 	2.60002 	1.25973e-16 	-0.0746714
2 	2.67032 	1.25973e-16 	-0.072889
2 	2.74229 	1.26493e-16 	-0.0711608
2 	2.81597 	1.27881e-16 	-0.0694928
2 	2.8914 	1.28748e-16 	-0.0678916
2 	2.96862 	1.27881e-16 	-0.066364
2 	3.04768 	1.27014e-16 	-0.0649168
2 	3.12863 	1.26667e-16 	-0.0635575
2 	3.21149 	1.2632e-16 	-0.0622935
2 	3.29633 	1.2632e-16 	-0.0611326
2 	3.38318 	1.2632e-16 	-0.0600831
2 	3.47209 	1.2632e-16 	-0.0591535
2 	3.56313 	1.2632e-16 	-0.0583529
2 	3.65632 	1.2632e-16 	-0.0576907
2 	3.75173 	1.2632e-16 	-0.0571771
2 	3.84941 	1.2632e-16 	-0.0568229
2 	3.94941 	1.26114e-16 	-0.0566396
